instruction,count,true_0,pred_0,true_1,pred_1,accuracy,precision,recall,f1_score,epoch 
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
16,20.0,19.0,20.0,1.0,0.0,0.95,,0.0,,74
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
19,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
21,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,74
22,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,74
23,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
26,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,74
27,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,74
28,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
29,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,74
30,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
32,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
34,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
35,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
36,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
40,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,74
41,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,74
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
43,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,74
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
45,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
46,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,74
47,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
48,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
58,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
59,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
61,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
62,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
63,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
69,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
70,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
72,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
73,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
74,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
81,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
84,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
101,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
102,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,74
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
106,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
112,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
120,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
121,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
124,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
125,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
209,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
210,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
211,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
216,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
217,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
222,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
223,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
225,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
226,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
240,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
242,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
244,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
250,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
251,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
256,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
259,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
267,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
273,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
292,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
295,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
300,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
301,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
302,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
303,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
304,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
305,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,74
306,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
307,20.0,20.0,20.0,0.0,0.0,1.0,,,,74
model,20.0,19.39,19.4,0.61,0.6,1.0,0.23,0.22,0.22,74
0,20.0,12.0,12.0,8.0,8.0,1.0,1.0,1.0,1.0,75
1,20.0,6.0,6.0,14.0,14.0,1.0,1.0,1.0,1.0,75
2,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,75
3,20.0,9.0,10.0,11.0,10.0,0.95,1.0,0.91,0.95,75
4,20.0,14.0,14.0,6.0,6.0,1.0,1.0,1.0,1.0,75
5,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
7,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
8,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
9,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
10,20.0,14.0,14.0,6.0,6.0,1.0,1.0,1.0,1.0,75
11,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,75
12,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
14,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,75
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
16,20.0,19.0,18.0,1.0,2.0,0.95,0.5,1.0,0.67,75
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
19,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
21,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
22,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,75
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
26,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
27,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
29,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
30,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
32,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
34,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
35,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
36,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
40,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
41,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
43,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,75
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
45,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
46,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
48,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
59,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
61,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
62,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
63,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
68,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
69,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
70,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
72,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
73,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
74,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
77,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
80,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
81,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
84,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
96,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
101,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
102,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
106,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
112,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
121,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
124,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
125,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
209,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
210,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
211,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
216,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
217,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
222,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
223,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
225,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
226,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
240,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
242,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
250,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
251,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
256,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
259,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
267,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
273,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
292,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
294,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
295,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,75
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
300,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
301,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
302,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
303,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
304,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
305,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
306,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
307,20.0,20.0,20.0,0.0,0.0,1.0,,,,75
model,20.0,19.6,19.6,0.4,0.4,1.0,0.15,0.15,0.15,75
0,20.0,6.0,7.0,14.0,13.0,0.95,1.0,0.93,0.96,76
1,20.0,9.0,9.0,11.0,11.0,1.0,1.0,1.0,1.0,76
2,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,76
3,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,76
4,20.0,18.0,17.0,2.0,3.0,0.95,0.67,1.0,0.8,76
5,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
7,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
8,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
9,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
10,20.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,76
11,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,76
12,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
14,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,76
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
16,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,76
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
19,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
21,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,76
22,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,76
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
26,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,76
27,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,76
28,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
29,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,76
30,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
32,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
33,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
34,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
35,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
36,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
40,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
41,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
43,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,76
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
45,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
46,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
48,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,76
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
